,sigma,b,z
409,0.4,0.5,1.4007499602891333
410,0.4,0.6000000000000001,1.4007499602891333
411,0.4,0.7000000000000001,1.4007499602891333
412,0.4,0.8,1.4007499602891333
413,0.4,0.9,1.4007499602891333
414,0.4,1.0,1.4007499602891333
415,0.4,1.1,1.4007499602891333
416,0.4,1.2000000000000002,1.4007499602891333
417,0.4,1.3,1.4007499602891333
418,0.4,1.4000000000000001,1.4007499602891333
419,0.4,1.5,1.4007499602891333
420,0.4,1.6,1.4007499602891333
421,0.4,1.7000000000000002,1.4007499602891333
422,0.4,1.8,1.4007499602891333
423,0.4,1.9000000000000001,1.4007499602891333
424,0.4,2.0,1.4007499602891333
425,0.4,2.1,1.4007499602891333
426,0.4,2.2,1.4007499602891333
427,0.4,2.3000000000000003,1.4007499602891333
428,0.4,2.4000000000000004,1.4007499602891333
429,0.4,2.5,1.4007499602891333
430,0.4,2.6,1.4007499602891333
431,0.4,2.7,1.4007499602891333
432,0.4,2.8000000000000003,1.4007499602891333
433,0.4,2.9000000000000004,1.4007499602891333
434,0.4,3.0,1.4007499602891333
435,0.4,3.1,1.4007499602891333
436,0.4,3.2,1.4007499602891333
437,0.4,3.3000000000000003,1.4007499602891333
438,0.4,3.4000000000000004,1.4007499602891333
439,0.4,3.5,1.4007499602891333
440,0.4,3.6,1.4007499602891333
441,0.4,3.7,1.4007499602891333
442,0.4,3.8000000000000003,1.4007499602891333
443,0.4,3.9000000000000004,1.4007499602891333
444,0.4,4.0,1.4007499602891333
445,0.4,4.1000000000000005,1.4111096077391394
446,0.4,4.2,1.435204749563042
447,0.4,4.3,1.4587328939234947
448,0.4,4.4,1.481720113196372
449,0.4,4.5,1.5041907217628454
450,0.4,4.6000000000000005,1.5261674305909487
451,0.4,4.7,1.5476714851913893
452,0.4,4.800000000000001,1.5687227890483024
453,0.4,4.9,1.5893400143223173
454,0.4,5.0,1.6095407013691048
455,0.4,5.1000000000000005,1.629341348402555
456,0.4,5.2,1.6487574924510706
457,0.4,5.300000000000001,1.667803782602269
458,0.4,5.4,1.6864940464011204
459,0.4,5.5,1.7048413501554496
460,0.4,5.6000000000000005,1.7228580538075773
461,0.4,5.7,1.7405558609492695
462,0.4,5.800000000000001,1.757945864486867
463,0.4,5.9,1.7750385884028315
464,0.4,6.0,1.7918440260073802
465,0.4,6.1000000000000005,1.8083716750283965
466,0.4,6.2,1.8246305698480894
467,0.4,6.300000000000001,1.8406293111603955
468,0.4,6.4,1.8563760932928373
469,0.4,6.5,1.8718787294101502
470,0.4,6.6000000000000005,1.887144674793725
471,0.4,6.7,1.9021810483705297
472,0.4,6.800000000000001,1.9169946526470922
473,0.4,6.9,1.9315919921883018
474,0.4,7.0,1.945979290766656
475,0.4,7.1000000000000005,1.960162507295114
476,0.4,7.2,1.9741473506456555
477,0.4,7.300000000000001,1.9879392934457785
478,0.4,7.4,2.0015435849363508
479,0.4,7.5,2.014965262966458
480,0.4,7.6000000000000005,2.0282091651938043
481,0.4,7.7,2.041279939553
482,0.4,7.800000000000001,2.0541820540484257
483,0.4,7.9,2.0669198059232765
484,0.4,8.0,2.079497330251915
485,0.4,8.1,2.0919186079984735
486,0.4,8.200000000000001,2.1041874735810278
487,0.4,8.3,2.116307621977321
488,0.4,8.4,2.1282826154049306
489,0.4,8.5,2.1401158896061703
490,0.4,8.6,2.1518107597653846
491,0.4,8.700000000000001,2.163370426084221
492,0.4,8.8,2.1747979790382606
493,0.4,8.9,2.1860964043366686
494,0.4,9.0,2.197268587604734
495,0.4,9.1,2.2083173188077008
496,0.4,9.200000000000001,2.219245296432837
497,0.4,9.3,2.230055131445442
498,0.4,9.4,2.2407493510332794
499,0.4,9.5,2.2513304021528833
500,0.4,9.600000000000001,2.261800654890191
501,0.4,9.700000000000001,2.2721624056470344
502,0.4,9.8,2.2824178801642074
503,0.4,9.9,2.292569236391079
504,0.4,10.0,2.3026185672109944
505,0.5,0.0,1.5038003151811719
506,0.5,0.1,1.5038003151811719
507,0.5,0.2,1.5038003151811719
508,0.5,0.30000000000000004,1.5038003151811719
509,0.5,0.4,1.5038003151811719
510,0.5,0.5,1.5038003151811719
511,0.5,0.6000000000000001,1.5038003151811719
512,0.5,0.7000000000000001,1.5038003151811719
513,0.5,0.8,1.5038003151811719
514,0.5,0.9,1.5038003151811719
515,0.5,1.0,1.5038003151811719
516,0.5,1.1,1.5038003151811719
517,0.5,1.2000000000000002,1.5038003151811719
518,0.5,1.3,1.5038003151811719
519,0.5,1.4000000000000001,1.5038003151811719
520,0.5,1.5,1.5038003151811719
521,0.5,1.6,1.5038003151811719
522,0.5,1.7000000000000002,1.5038003151811719
523,0.5,1.8,1.5038003151811719
524,0.5,1.9000000000000001,1.5038003151811719
525,0.5,2.0,1.5038003151811719
526,0.5,2.1,1.5038003151811719
527,0.5,2.2,1.5038003151811719
528,0.5,2.3000000000000003,1.5038003151811719
529,0.5,2.4000000000000004,1.5038003151811719
530,0.5,2.5,1.5038003151811719
531,0.5,2.6,1.5038003151811719
532,0.5,2.7,1.5038003151811719
533,0.5,2.8000000000000003,1.5038003151811719
534,0.5,2.9000000000000004,1.5038003151811719
535,0.5,3.0,1.5038003151811719
536,0.5,3.1,1.5038003151811719
537,0.5,3.2,1.5038003151811719
538,0.5,3.3000000000000003,1.5038003151811719
539,0.5,3.4000000000000004,1.5038003151811719
540,0.5,3.5,1.5038003151811719
541,0.5,3.6,1.5038003151811719
542,0.5,3.7,1.5038003151811719
543,0.5,3.8000000000000003,1.5038003151811719
544,0.5,3.9000000000000004,1.5038003151811719
545,0.5,4.0,1.5038003151811719
546,0.5,4.1000000000000005,1.5038003151811719
547,0.5,4.2,1.5038003151811719
548,0.5,4.3,1.5038003151811719
549,0.5,4.4,1.5038003151811719
550,0.5,4.5,1.5041907420795506
551,0.5,4.6000000000000005,1.5261674305909487
552,0.5,4.7,1.5476714851913893
553,0.5,4.800000000000001,1.5687227890483024
554,0.5,4.9,1.5893400143223173
555,0.5,5.0,1.6095407013691048
556,0.5,5.1000000000000005,1.629341348402555
557,0.5,5.2,1.6487574924510706
558,0.5,5.300000000000001,1.667803782602269
559,0.5,5.4,1.6864940464011204
560,0.5,5.5,1.7048413501554496
561,0.5,5.6000000000000005,1.7228580538075773
562,0.5,5.7,1.7405558609492695
563,0.5,5.800000000000001,1.757945864486867
564,0.5,5.9,1.7750385884028315
565,0.5,6.0,1.7918440260073802
566,0.5,6.1000000000000005,1.8083716750283965
567,0.5,6.2,1.8246305698480894
568,0.5,6.300000000000001,1.8406293111603955
569,0.5,6.4,1.8563760932928373
570,0.5,6.5,1.8718787294101502
571,0.5,6.6000000000000005,1.887144674793725
572,0.5,6.7,1.9021810483705297
573,0.5,6.800000000000001,1.9169946526470922
574,0.5,6.9,1.9315919921883018
575,0.5,7.0,1.945979290766656
576,0.5,7.1000000000000005,1.960162507295114
577,0.5,7.2,1.9741473506456555
578,0.5,7.300000000000001,1.9879392934457785
579,0.5,7.4,2.0015435849363508
580,0.5,7.5,2.014965262966458
581,0.5,7.6000000000000005,2.0282091651938043
582,0.5,7.7,2.041279939553
583,0.5,7.800000000000001,2.0541820540484257
584,0.5,7.9,2.0669198059232765
585,0.5,8.0,2.079497330251915
586,0.5,8.1,2.0919186079984735
587,0.5,8.200000000000001,2.1041874735810278
588,0.5,8.3,2.116307621977321
589,0.5,8.4,2.1282826154049306
590,0.5,8.5,2.1401158896061703
591,0.5,8.6,2.1518107597653846
592,0.5,8.700000000000001,2.163370426084221
593,0.5,8.8,2.1747979790382606
594,0.5,8.9,2.1860964043366686
595,0.5,9.0,2.197268587604734
596,0.5,9.1,2.2083173188077008
597,0.5,9.200000000000001,2.219245296432837
598,0.5,9.3,2.230055131445442
599,0.5,9.4,2.2407493510332794
600,0.5,9.5,2.2513304021528833
601,0.5,9.600000000000001,2.261800654890191
602,0.5,9.700000000000001,2.2721624056470344
603,0.5,9.8,2.2824178801642074
604,0.5,9.9,2.292569236391079
605,0.5,10.0,2.3026185672109944
606,0.6000000000000001,0.0,1.5897511546253396
607,0.6000000000000001,0.1,1.5897511546253396
608,0.6000000000000001,0.2,1.5897511546253396
609,0.6000000000000001,0.30000000000000004,1.5897511546253396
610,0.6000000000000001,0.4,1.5897511546253396
611,0.6000000000000001,0.5,1.5897511546253396
612,0.6000000000000001,0.6000000000000001,1.5897511546253396
613,0.6000000000000001,0.7000000000000001,1.5897511546253396
614,0.6000000000000001,0.8,1.5897511546253396
615,0.6000000000000001,0.9,1.5897511546253396
616,0.6000000000000001,1.0,1.5897511546253396
617,0.6000000000000001,1.1,1.5897511546253396
618,0.6000000000000001,1.2000000000000002,1.5897511546253396
619,0.6000000000000001,1.3,1.5897511546253396
620,0.6000000000000001,1.4000000000000001,1.5897511546253396
621,0.6000000000000001,1.5,1.5897511546253396
622,0.6000000000000001,1.6,1.5897511546253396
623,0.6000000000000001,1.7000000000000002,1.5897511546253396
624,0.6000000000000001,1.8,1.5897511546253396
625,0.6000000000000001,1.9000000000000001,1.5897511546253396
626,0.6000000000000001,2.0,1.5897511546253396
627,0.6000000000000001,2.1,1.5897511546253396
628,0.6000000000000001,2.2,1.5897511546253396
629,0.6000000000000001,2.3000000000000003,1.5897511546253396
630,0.6000000000000001,2.4000000000000004,1.5897511546253396
631,0.6000000000000001,2.5,1.5897511546253396
632,0.6000000000000001,2.6,1.5897511546253396
633,0.6000000000000001,2.7,1.5897511546253396
634,0.6000000000000001,2.8000000000000003,1.5897511546253396
635,0.6000000000000001,2.9000000000000004,1.5897511546253396
636,0.6000000000000001,3.0,1.5897511546253396
637,0.6000000000000001,3.1,1.5897511546253396
638,0.6000000000000001,3.2,1.5897511546253396
639,0.6000000000000001,3.3000000000000003,1.5897511546253396
640,0.6000000000000001,3.4000000000000004,1.5897511546253396
641,0.6000000000000001,3.5,1.5897511546253396
642,0.6000000000000001,3.6,1.5897511546253396
643,0.6000000000000001,3.7,1.5897511546253396
644,0.6000000000000001,3.8000000000000003,1.5897511546253396
645,0.6000000000000001,3.9000000000000004,1.5897511546253396
646,0.6000000000000001,4.0,1.5897511546253396
