,sigma,b,z
4579,4.5,3.4000000000000004,2.646814776808594
4580,4.5,3.5,2.646814776808594
4581,4.5,3.6,2.646814776808594
4582,4.5,3.7,2.646814776808594
4583,4.5,3.8000000000000003,2.646814776808594
4584,4.5,3.9000000000000004,2.646814776808594
4585,4.5,4.0,2.646814776808594
4586,4.5,4.1000000000000005,2.646814776808594
4587,4.5,4.2,2.646814776808594
4588,4.5,4.3,2.646814776808594
4589,4.5,4.4,2.646814776808594
4590,4.5,4.5,2.646814776808594
4591,4.5,4.6000000000000005,2.646814776808594
4592,4.5,4.7,2.646814776808594
4593,4.5,4.800000000000001,2.646814776808594
4594,4.5,4.9,2.646814776808594
4595,4.5,5.0,2.646814776808594
4596,4.5,5.1000000000000005,2.646814776808594
4597,4.5,5.2,2.646814776808594
4598,4.5,5.300000000000001,2.646814776808594
4599,4.5,5.4,2.646814776808594
4600,4.5,5.5,2.646814776808594
4601,4.5,5.6000000000000005,2.646814776808594
4602,4.5,5.7,2.646814776808594
4603,4.5,5.800000000000001,2.646814776808594
4604,4.5,5.9,2.646814776808594
4605,4.5,6.0,2.646814776808594
4606,4.5,6.1000000000000005,2.646814776808594
4607,4.5,6.2,2.646814776808594
4608,4.5,6.300000000000001,2.646814776808594
4609,4.5,6.4,2.646814776808594
4610,4.5,6.5,2.646814776808594
4611,4.5,6.6000000000000005,2.646814776808594
4612,4.5,6.7,2.646814776808594
4613,4.5,6.800000000000001,2.646814776808594
4614,4.5,6.9,2.646814776808594
4615,4.5,7.0,2.646814776808594
4616,4.5,7.1000000000000005,2.646814776808594
4617,4.5,7.2,2.646814776808594
4618,4.5,7.300000000000001,2.646814776808594
4619,4.5,7.4,2.646814776808594
4620,4.5,7.5,2.646814776808594
4621,4.5,7.6000000000000005,2.646814776808594
4622,4.5,7.7,2.646814776808594
4623,4.5,7.800000000000001,2.646814776808594
4624,4.5,7.9,2.646814776808594
4625,4.5,8.0,2.646814776808594
4626,4.5,8.1,2.646814776808594
4627,4.5,8.200000000000001,2.646814776808594
4628,4.5,8.3,2.646814776808594
4629,4.5,8.4,2.646814776808594
4630,4.5,8.5,2.646814776808594
4631,4.5,8.6,2.646814776808594
4632,4.5,8.700000000000001,2.646814776808594
4633,4.5,8.8,2.646814776808594
4634,4.5,8.9,2.646814776808594
4635,4.5,9.0,2.646814776808594
4636,4.5,9.1,2.646814776808594
4637,4.5,9.200000000000001,2.646814776808594
4638,4.5,9.3,2.646814776808594
4639,4.5,9.4,2.646814776808594
4640,4.5,9.5,2.646814776808594
4641,4.5,9.600000000000001,2.646814776808594
4642,4.5,9.700000000000001,2.646814776808594
4643,4.5,9.8,2.646814776808594
4644,4.5,9.9,2.646814776808594
4645,4.5,10.0,2.646814776808594
4646,4.6000000000000005,0.0,2.6595117943872926
4647,4.6000000000000005,0.1,2.6595117943872926
4648,4.6000000000000005,0.2,2.6595117943872926
4649,4.6000000000000005,0.30000000000000004,2.6595117943872926
4650,4.6000000000000005,0.4,2.6595117943872926
4651,4.6000000000000005,0.5,2.6595117943872926
4652,4.6000000000000005,0.6000000000000001,2.6595117943872926
4653,4.6000000000000005,0.7000000000000001,2.6595117943872926
4654,4.6000000000000005,0.8,2.6595117943872926
4655,4.6000000000000005,0.9,2.6595117943872926
4656,4.6000000000000005,1.0,2.6595117943872926
4657,4.6000000000000005,1.1,2.6595117943872926
4658,4.6000000000000005,1.2000000000000002,2.6595117943872926
4659,4.6000000000000005,1.3,2.6595117943872926
4660,4.6000000000000005,1.4000000000000001,2.6595117943872926
4661,4.6000000000000005,1.5,2.6595117943872926
4662,4.6000000000000005,1.6,2.6595117943872926
4663,4.6000000000000005,1.7000000000000002,2.6595117943872926
4664,4.6000000000000005,1.8,2.6595117943872926
4665,4.6000000000000005,1.9000000000000001,2.6595117943872926
4666,4.6000000000000005,2.0,2.6595117943872926
4667,4.6000000000000005,2.1,2.6595117943872926
4668,4.6000000000000005,2.2,2.6595117943872926
4669,4.6000000000000005,2.3000000000000003,2.6595117943872926
4670,4.6000000000000005,2.4000000000000004,2.6595117943872926
4671,4.6000000000000005,2.5,2.6595117943872926
4672,4.6000000000000005,2.6,2.6595117943872926
4673,4.6000000000000005,2.7,2.6595117943872926
4674,4.6000000000000005,2.8000000000000003,2.6595117943872926
4675,4.6000000000000005,2.9000000000000004,2.6595117943872926
4676,4.6000000000000005,3.0,2.6595117943872926
4677,4.6000000000000005,3.1,2.6595117943872926
4678,4.6000000000000005,3.2,2.6595117943872926
4679,4.6000000000000005,3.3000000000000003,2.6595117943872926
4680,4.6000000000000005,3.4000000000000004,2.6595117943872926
4681,4.6000000000000005,3.5,2.6595117943872926
4682,4.6000000000000005,3.6,2.6595117943872926
4683,4.6000000000000005,3.7,2.6595117943872926
4684,4.6000000000000005,3.8000000000000003,2.6595117943872926
4685,4.6000000000000005,3.9000000000000004,2.6595117943872926
4686,4.6000000000000005,4.0,2.6595117943872926
4687,4.6000000000000005,4.1000000000000005,2.6595117943872926
4688,4.6000000000000005,4.2,2.6595117943872926
4689,4.6000000000000005,4.3,2.6595117943872926
4690,4.6000000000000005,4.4,2.6595117943872926
4691,4.6000000000000005,4.5,2.6595117943872926
4692,4.6000000000000005,4.6000000000000005,2.6595117943872926
4693,4.6000000000000005,4.7,2.6595117943872926
4694,4.6000000000000005,4.800000000000001,2.6595117943872926
4695,4.6000000000000005,4.9,2.6595117943872926
4696,4.6000000000000005,5.0,2.6595117943872926
4697,4.6000000000000005,5.1000000000000005,2.6595117943872926
4698,4.6000000000000005,5.2,2.6595117943872926
4699,4.6000000000000005,5.300000000000001,2.6595117943872926
4700,4.6000000000000005,5.4,2.6595117943872926
4701,4.6000000000000005,5.5,2.6595117943872926
4702,4.6000000000000005,5.6000000000000005,2.6595117943872926
4703,4.6000000000000005,5.7,2.6595117943872926
4704,4.6000000000000005,5.800000000000001,2.6595117943872926
4705,4.6000000000000005,5.9,2.6595117943872926
4706,4.6000000000000005,6.0,2.6595117943872926
4707,4.6000000000000005,6.1000000000000005,2.6595117943872926
4708,4.6000000000000005,6.2,2.6595117943872926
4709,4.6000000000000005,6.300000000000001,2.6595117943872926
4710,4.6000000000000005,6.4,2.6595117943872926
4711,4.6000000000000005,6.5,2.6595117943872926
4712,4.6000000000000005,6.6000000000000005,2.6595117943872926
4713,4.6000000000000005,6.7,2.6595117943872926
4714,4.6000000000000005,6.800000000000001,2.6595117943872926
4715,4.6000000000000005,6.9,2.6595117943872926
4716,4.6000000000000005,7.0,2.6595117943872926
4717,4.6000000000000005,7.1000000000000005,2.6595117943872926
4718,4.6000000000000005,7.2,2.6595117943872926
4719,4.6000000000000005,7.300000000000001,2.6595117943872926
4720,4.6000000000000005,7.4,2.6595117943872926
4721,4.6000000000000005,7.5,2.6595117943872926
4722,4.6000000000000005,7.6000000000000005,2.6595117943872926
4723,4.6000000000000005,7.7,2.6595117943872926
4724,4.6000000000000005,7.800000000000001,2.6595117943872926
4725,4.6000000000000005,7.9,2.6595117943872926
4726,4.6000000000000005,8.0,2.6595117943872926
4727,4.6000000000000005,8.1,2.6595117943872926
4728,4.6000000000000005,8.200000000000001,2.6595117943872926
4729,4.6000000000000005,8.3,2.6595117943872926
4730,4.6000000000000005,8.4,2.6595117943872926
4731,4.6000000000000005,8.5,2.6595117943872926
4732,4.6000000000000005,8.6,2.6595117943872926
4733,4.6000000000000005,8.700000000000001,2.6595117943872926
4734,4.6000000000000005,8.8,2.6595117943872926
4735,4.6000000000000005,8.9,2.6595117943872926
4736,4.6000000000000005,9.0,2.6595117943872926
4737,4.6000000000000005,9.1,2.6595117943872926
4738,4.6000000000000005,9.200000000000001,2.6595117943872926
4739,4.6000000000000005,9.3,2.6595117943872926
4740,4.6000000000000005,9.4,2.6595117943872926
4741,4.6000000000000005,9.5,2.6595117943872926
4742,4.6000000000000005,9.600000000000001,2.6595117943872926
4743,4.6000000000000005,9.700000000000001,2.6595117943872926
4744,4.6000000000000005,9.8,2.6595117943872926
4745,4.6000000000000005,9.9,2.6595117943872926
4746,4.6000000000000005,10.0,2.6595117943872926
4747,4.7,0.0,2.6719635176048158
4748,4.7,0.1,2.6719635176048158
4749,4.7,0.2,2.6719635176048158
4750,4.7,0.30000000000000004,2.6719635176048158
4751,4.7,0.4,2.6719635176048158
4752,4.7,0.5,2.6719635176048158
4753,4.7,0.6000000000000001,2.6719635176048158
4754,4.7,0.7000000000000001,2.6719635176048158
4755,4.7,0.8,2.6719635176048158
4756,4.7,0.9,2.6719635176048158
4757,4.7,1.0,2.6719635176048158
4758,4.7,1.1,2.6719635176048158
4759,4.7,1.2000000000000002,2.6719635176048158
4760,4.7,1.3,2.6719635176048158
4761,4.7,1.4000000000000001,2.6719635176048158
4762,4.7,1.5,2.6719635176048158
4763,4.7,1.6,2.6719635176048158
4764,4.7,1.7000000000000002,2.6719635176048158
4765,4.7,1.8,2.6719635176048158
4766,4.7,1.9000000000000001,2.6719635176048158
4767,4.7,2.0,2.6719635176048158
4768,4.7,2.1,2.6719635176048158
4769,4.7,2.2,2.6719635176048158
4770,4.7,2.3000000000000003,2.6719635176048158
4771,4.7,2.4000000000000004,2.6719635176048158
4772,4.7,2.5,2.6719635176048158
4773,4.7,2.6,2.6719635176048158
4774,4.7,2.7,2.6719635176048158
4775,4.7,2.8000000000000003,2.6719635176048158
4776,4.7,2.9000000000000004,2.6719635176048158
4777,4.7,3.0,2.6719635176048158
4778,4.7,3.1,2.6719635176048158
4779,4.7,3.2,2.6719635176048158
4780,4.7,3.3000000000000003,2.6719635176048158
4781,4.7,3.4000000000000004,2.6719635176048158
4782,4.7,3.5,2.6719635176048158
4783,4.7,3.6,2.6719635176048158
4784,4.7,3.7,2.6719635176048158
4785,4.7,3.8000000000000003,2.6719635176048158
4786,4.7,3.9000000000000004,2.6719635176048158
4787,4.7,4.0,2.6719635176048158
4788,4.7,4.1000000000000005,2.6719635176048158
4789,4.7,4.2,2.6719635176048158
4790,4.7,4.3,2.6719635176048158
4791,4.7,4.4,2.6719635176048158
4792,4.7,4.5,2.6719635176048158
4793,4.7,4.6000000000000005,2.6719635176048158
4794,4.7,4.7,2.6719635176048158
4795,4.7,4.800000000000001,2.6719635176048158
4796,4.7,4.9,2.6719635176048158
4797,4.7,5.0,2.6719635176048158
4798,4.7,5.1000000000000005,2.6719635176048158
4799,4.7,5.2,2.6719635176048158
4800,4.7,5.300000000000001,2.6719635176048158
4801,4.7,5.4,2.6719635176048158
4802,4.7,5.5,2.6719635176048158
4803,4.7,5.6000000000000005,2.6719635176048158
4804,4.7,5.7,2.6719635176048158
4805,4.7,5.800000000000001,2.6719635176048158
4806,4.7,5.9,2.6719635176048158
4807,4.7,6.0,2.6719635176048158
4808,4.7,6.1000000000000005,2.6719635176048158
4809,4.7,6.2,2.6719635176048158
4810,4.7,6.300000000000001,2.6719635176048158
4811,4.7,6.4,2.6719635176048158
4812,4.7,6.5,2.6719635176048158
4813,4.7,6.6000000000000005,2.6719635176048158
4814,4.7,6.7,2.6719635176048158
4815,4.7,6.800000000000001,2.6719635176048158
4816,4.7,6.9,2.6719635176048158
4817,4.7,7.0,2.6719635176048158
4818,4.7,7.1000000000000005,2.6719635176048158
4819,4.7,7.2,2.6719635176048158
4820,4.7,7.300000000000001,2.6719635176048158
4821,4.7,7.4,2.6719635176048158
4822,4.7,7.5,2.6719635176048158
4823,4.7,7.6000000000000005,2.6719635176048158
4824,4.7,7.7,2.6719635176048158
4825,4.7,7.800000000000001,2.6719635176048158
4826,4.7,7.9,2.6719635176048158
4827,4.7,8.0,2.6719635176048158
4828,4.7,8.1,2.6719635176048158
4829,4.7,8.200000000000001,2.6719635176048158
4830,4.7,8.3,2.6719635176048158
4831,4.7,8.4,2.6719635176048158
4832,4.7,8.5,2.6719635176048158
4833,4.7,8.6,2.6719635176048158
4834,4.7,8.700000000000001,2.6719635176048158
4835,4.7,8.8,2.6719635176048158
4836,4.7,8.9,2.6719635176048158
4837,4.7,9.0,2.6719635176048158
4838,4.7,9.1,2.6719635176048158
4839,4.7,9.200000000000001,2.6719635176048158
4840,4.7,9.3,2.6719635176048158
4841,4.7,9.4,2.6719635176048158
4842,4.7,9.5,2.6719635176048158
4843,4.7,9.600000000000001,2.6719635176048158
4844,4.7,9.700000000000001,2.6719635176048158
4845,4.7,9.8,2.6719635176048158
4846,4.7,9.9,2.6719635176048158
4847,4.7,10.0,2.6719635176048158
4848,4.800000000000001,0.0,2.6841798494723053
4849,4.800000000000001,0.1,2.6841798494723053
4850,4.800000000000001,0.2,2.6841798494723053
4851,4.800000000000001,0.30000000000000004,2.6841798494723053
4852,4.800000000000001,0.4,2.6841798494723053
4853,4.800000000000001,0.5,2.6841798494723053
4854,4.800000000000001,0.6000000000000001,2.6841798494723053
4855,4.800000000000001,0.7000000000000001,2.6841798494723053
4856,4.800000000000001,0.8,2.6841798494723053
4857,4.800000000000001,0.9,2.6841798494723053
4858,4.800000000000001,1.0,2.6841798494723053
4859,4.800000000000001,1.1,2.6841798494723053
4860,4.800000000000001,1.2000000000000002,2.6841798494723053
4861,4.800000000000001,1.3,2.6841798494723053
4862,4.800000000000001,1.4000000000000001,2.6841798494723053
4863,4.800000000000001,1.5,2.6841798494723053
4864,4.800000000000001,1.6,2.6841798494723053
4865,4.800000000000001,1.7000000000000002,2.6841798494723053
4866,4.800000000000001,1.8,2.6841798494723053
4867,4.800000000000001,1.9000000000000001,2.6841798494723053
4868,4.800000000000001,2.0,2.6841798494723053
4869,4.800000000000001,2.1,2.6841798494723053
4870,4.800000000000001,2.2,2.6841798494723053
4871,4.800000000000001,2.3000000000000003,2.6841798494723053
4872,4.800000000000001,2.4000000000000004,2.6841798494723053
4873,4.800000000000001,2.5,2.6841798494723053
4874,4.800000000000001,2.6,2.6841798494723053
4875,4.800000000000001,2.7,2.6841798494723053
4876,4.800000000000001,2.8000000000000003,2.6841798494723053
4877,4.800000000000001,2.9000000000000004,2.6841798494723053
4878,4.800000000000001,3.0,2.6841798494723053
4879,4.800000000000001,3.1,2.6841798494723053
4880,4.800000000000001,3.2,2.6841798494723053
4881,4.800000000000001,3.3000000000000003,2.6841798494723053
4882,4.800000000000001,3.4000000000000004,2.6841798494723053
4883,4.800000000000001,3.5,2.6841798494723053
4884,4.800000000000001,3.6,2.6841798494723053
4885,4.800000000000001,3.7,2.6841798494723053
4886,4.800000000000001,3.8000000000000003,2.6841798494723053
4887,4.800000000000001,3.9000000000000004,2.6841798494723053
4888,4.800000000000001,4.0,2.6841798494723053
4889,4.800000000000001,4.1000000000000005,2.6841798494723053
4890,4.800000000000001,4.2,2.6841798494723053
4891,4.800000000000001,4.3,2.6841798494723053
4892,4.800000000000001,4.4,2.6841798494723053
4893,4.800000000000001,4.5,2.6841798494723053
4894,4.800000000000001,4.6000000000000005,2.6841798494723053
4895,4.800000000000001,4.7,2.6841798494723053
4896,4.800000000000001,4.800000000000001,2.6841798494723053
4897,4.800000000000001,4.9,2.6841798494723053
4898,4.800000000000001,5.0,2.6841798494723053
4899,4.800000000000001,5.1000000000000005,2.6841798494723053
4900,4.800000000000001,5.2,2.6841798494723053
4901,4.800000000000001,5.300000000000001,2.6841798494723053
4902,4.800000000000001,5.4,2.6841798494723053
4903,4.800000000000001,5.5,2.6841798494723053
4904,4.800000000000001,5.6000000000000005,2.6841798494723053
4905,4.800000000000001,5.7,2.6841798494723053
4906,4.800000000000001,5.800000000000001,2.6841798494723053
4907,4.800000000000001,5.9,2.6841798494723053
4908,4.800000000000001,6.0,2.6841798494723053
4909,4.800000000000001,6.1000000000000005,2.6841798494723053
4910,4.800000000000001,6.2,2.6841798494723053
4911,4.800000000000001,6.300000000000001,2.6841798494723053
4912,4.800000000000001,6.4,2.6841798494723053
4913,4.800000000000001,6.5,2.6841798494723053
4914,4.800000000000001,6.6000000000000005,2.6841798494723053
4915,4.800000000000001,6.7,2.6841798494723053
4916,4.800000000000001,6.800000000000001,2.6841798494723053
4917,4.800000000000001,6.9,2.6841798494723053
4918,4.800000000000001,7.0,2.6841798494723053
4919,4.800000000000001,7.1000000000000005,2.6841798494723053
4920,4.800000000000001,7.2,2.6841798494723053
4921,4.800000000000001,7.300000000000001,2.6841798494723053
4922,4.800000000000001,7.4,2.6841798494723053
4923,4.800000000000001,7.5,2.6841798494723053
4924,4.800000000000001,7.6000000000000005,2.6841798494723053
4925,4.800000000000001,7.7,2.6841798494723053
4926,4.800000000000001,7.800000000000001,2.6841798494723053
4927,4.800000000000001,7.9,2.6841798494723053
4928,4.800000000000001,8.0,2.6841798494723053
4929,4.800000000000001,8.1,2.6841798494723053
4930,4.800000000000001,8.200000000000001,2.6841798494723053
4931,4.800000000000001,8.3,2.6841798494723053
4932,4.800000000000001,8.4,2.6841798494723053
4933,4.800000000000001,8.5,2.6841798494723053
4934,4.800000000000001,8.6,2.6841798494723053
4935,4.800000000000001,8.700000000000001,2.6841798494723053
4936,4.800000000000001,8.8,2.6841798494723053
4937,4.800000000000001,8.9,2.6841798494723053
4938,4.800000000000001,9.0,2.6841798494723053
4939,4.800000000000001,9.1,2.6841798494723053
4940,4.800000000000001,9.200000000000001,2.6841798494723053
4941,4.800000000000001,9.3,2.6841798494723053
4942,4.800000000000001,9.4,2.6841798494723053
4943,4.800000000000001,9.5,2.6841798494723053
4944,4.800000000000001,9.600000000000001,2.6841798494723053
4945,4.800000000000001,9.700000000000001,2.6841798494723053
4946,4.800000000000001,9.8,2.6841798494723053
4947,4.800000000000001,9.9,2.6841798494723053
4948,4.800000000000001,10.0,2.6841798494723053
4949,4.9,0.0,2.6961700964442046
4950,4.9,0.1,2.6961700964442046
4951,4.9,0.2,2.6961700964442046
4952,4.9,0.30000000000000004,2.6961700964442046
4953,4.9,0.4,2.6961700964442046
4954,4.9,0.5,2.6961700964442046
4955,4.9,0.6000000000000001,2.6961700964442046
4956,4.9,0.7000000000000001,2.6961700964442046
4957,4.9,0.8,2.6961700964442046
4958,4.9,0.9,2.6961700964442046
4959,4.9,1.0,2.6961700964442046
4960,4.9,1.1,2.6961700964442046
4961,4.9,1.2000000000000002,2.6961700964442046
4962,4.9,1.3,2.6961700964442046
4963,4.9,1.4000000000000001,2.6961700964442046
4964,4.9,1.5,2.6961700964442046
4965,4.9,1.6,2.6961700964442046
4966,4.9,1.7000000000000002,2.6961700964442046
4967,4.9,1.8,2.6961700964442046
4968,4.9,1.9000000000000001,2.6961700964442046
4969,4.9,2.0,2.6961700964442046
4970,4.9,2.1,2.6961700964442046
4971,4.9,2.2,2.6961700964442046
4972,4.9,2.3000000000000003,2.6961700964442046
4973,4.9,2.4000000000000004,2.6961700964442046
4974,4.9,2.5,2.6961700964442046
4975,4.9,2.6,2.6961700964442046
4976,4.9,2.7,2.6961700964442046
4977,4.9,2.8000000000000003,2.6961700964442046
4978,4.9,2.9000000000000004,2.6961700964442046
4979,4.9,3.0,2.6961700964442046
4980,4.9,3.1,2.6961700964442046
4981,4.9,3.2,2.6961700964442046
4982,4.9,3.3000000000000003,2.6961700964442046
4983,4.9,3.4000000000000004,2.6961700964442046
4984,4.9,3.5,2.6961700964442046
4985,4.9,3.6,2.6961700964442046
4986,4.9,3.7,2.6961700964442046
4987,4.9,3.8000000000000003,2.6961700964442046
4988,4.9,3.9000000000000004,2.6961700964442046
4989,4.9,4.0,2.6961700964442046
4990,4.9,4.1000000000000005,2.6961700964442046
4991,4.9,4.2,2.6961700964442046
4992,4.9,4.3,2.6961700964442046
4993,4.9,4.4,2.6961700964442046
4994,4.9,4.5,2.6961700964442046
4995,4.9,4.6000000000000005,2.6961700964442046
4996,4.9,4.7,2.6961700964442046
4997,4.9,4.800000000000001,2.6961700964442046
4998,4.9,4.9,2.6961700964442046
4999,4.9,5.0,2.6961700964442046
5000,4.9,5.1000000000000005,2.6961700964442046
5001,4.9,5.2,2.6961700964442046
5002,4.9,5.300000000000001,2.6961700964442046
5003,4.9,5.4,2.6961700964442046
5004,4.9,5.5,2.6961700964442046
5005,4.9,5.6000000000000005,2.6961700964442046
5006,4.9,5.7,2.6961700964442046
5007,4.9,5.800000000000001,2.6961700964442046
5008,4.9,5.9,2.6961700964442046
5009,4.9,6.0,2.6961700964442046
5010,4.9,6.1000000000000005,2.6961700964442046
5011,4.9,6.2,2.6961700964442046
5012,4.9,6.300000000000001,2.6961700964442046
5013,4.9,6.4,2.6961700964442046
5014,4.9,6.5,2.6961700964442046
5015,4.9,6.6000000000000005,2.6961700964442046
5016,4.9,6.7,2.6961700964442046
5017,4.9,6.800000000000001,2.6961700964442046
5018,4.9,6.9,2.6961700964442046
5019,4.9,7.0,2.6961700964442046
5020,4.9,7.1000000000000005,2.6961700964442046
5021,4.9,7.2,2.6961700964442046
5022,4.9,7.300000000000001,2.6961700964442046
5023,4.9,7.4,2.6961700964442046
5024,4.9,7.5,2.6961700964442046
5025,4.9,7.6000000000000005,2.6961700964442046
5026,4.9,7.7,2.6961700964442046
5027,4.9,7.800000000000001,2.6961700964442046
5028,4.9,7.9,2.6961700964442046
5029,4.9,8.0,2.6961700964442046
5030,4.9,8.1,2.6961700964442046
5031,4.9,8.200000000000001,2.6961700964442046
5032,4.9,8.3,2.6961700964442046
5033,4.9,8.4,2.6961700964442046
5034,4.9,8.5,2.6961700964442046
5035,4.9,8.6,2.6961700964442046
5036,4.9,8.700000000000001,2.6961700964442046
5037,4.9,8.8,2.6961700964442046
5038,4.9,8.9,2.6961700964442046
5039,4.9,9.0,2.6961700964442046
5040,4.9,9.1,2.6961700964442046
5041,4.9,9.200000000000001,2.6961700964442046
5042,4.9,9.3,2.6961700964442046
5043,4.9,9.4,2.6961700964442046
5044,4.9,9.5,2.6961700964442046
5045,4.9,9.600000000000001,2.6961700964442046
5046,4.9,9.700000000000001,2.6961700964442046
5047,4.9,9.8,2.6961700964442046
5048,4.9,9.9,2.6961700964442046
5049,4.9,10.0,2.6961700964442046
5050,5.0,0.0,2.7079430156715647
5051,5.0,0.1,2.7079430156715647
5052,5.0,0.2,2.7079430156715647
5053,5.0,0.30000000000000004,2.7079430156715647
5054,5.0,0.4,2.7079430156715647
5055,5.0,0.5,2.7079430156715647
5056,5.0,0.6000000000000001,2.7079430156715647
5057,5.0,0.7000000000000001,2.7079430156715647
5058,5.0,0.8,2.7079430156715647
5059,5.0,0.9,2.7079430156715647
5060,5.0,1.0,2.7079430156715647
5061,5.0,1.1,2.7079430156715647
5062,5.0,1.2000000000000002,2.7079430156715647
5063,5.0,1.3,2.7079430156715647
5064,5.0,1.4000000000000001,2.7079430156715647
5065,5.0,1.5,2.7079430156715647
5066,5.0,1.6,2.7079430156715647
5067,5.0,1.7000000000000002,2.7079430156715647
5068,5.0,1.8,2.7079430156715647
5069,5.0,1.9000000000000001,2.7079430156715647
5070,5.0,2.0,2.7079430156715647
5071,5.0,2.1,2.7079430156715647
5072,5.0,2.2,2.7079430156715647
5073,5.0,2.3000000000000003,2.7079430156715647
5074,5.0,2.4000000000000004,2.7079430156715647
5075,5.0,2.5,2.7079430156715647
5076,5.0,2.6,2.7079430156715647
5077,5.0,2.7,2.7079430156715647
5078,5.0,2.8000000000000003,2.7079430156715647
5079,5.0,2.9000000000000004,2.7079430156715647
5080,5.0,3.0,2.7079430156715647
5081,5.0,3.1,2.7079430156715647
5082,5.0,3.2,2.7079430156715647
5083,5.0,3.3000000000000003,2.7079430156715647
5084,5.0,3.4000000000000004,2.7079430156715647
5085,5.0,3.5,2.7079430156715647
5086,5.0,3.6,2.7079430156715647
5087,5.0,3.7,2.7079430156715647
5088,5.0,3.8000000000000003,2.7079430156715647
5089,5.0,3.9000000000000004,2.7079430156715647
5090,5.0,4.0,2.7079430156715647
5091,5.0,4.1000000000000005,2.7079430156715647
5092,5.0,4.2,2.7079430156715647
5093,5.0,4.3,2.7079430156715647
5094,5.0,4.4,2.7079430156715647
5095,5.0,4.5,2.7079430156715647
5096,5.0,4.6000000000000005,2.7079430156715647
5097,5.0,4.7,2.7079430156715647
5098,5.0,4.800000000000001,2.7079430156715647
5099,5.0,4.9,2.7079430156715647
5100,5.0,5.0,2.7079430156715647
5101,5.0,5.1000000000000005,2.7079430156715647
5102,5.0,5.2,2.7079430156715647
5103,5.0,5.300000000000001,2.7079430156715647
5104,5.0,5.4,2.7079430156715647
5105,5.0,5.5,2.7079430156715647
5106,5.0,5.6000000000000005,2.7079430156715647
5107,5.0,5.7,2.7079430156715647
5108,5.0,5.800000000000001,2.7079430156715647
5109,5.0,5.9,2.7079430156715647
5110,5.0,6.0,2.7079430156715647
5111,5.0,6.1000000000000005,2.7079430156715647
5112,5.0,6.2,2.7079430156715647
5113,5.0,6.300000000000001,2.7079430156715647
5114,5.0,6.4,2.7079430156715647
5115,5.0,6.5,2.7079430156715647
5116,5.0,6.6000000000000005,2.7079430156715647
5117,5.0,6.7,2.7079430156715647
5118,5.0,6.800000000000001,2.7079430156715647
5119,5.0,6.9,2.7079430156715647
5120,5.0,7.0,2.7079430156715647
5121,5.0,7.1000000000000005,2.7079430156715647
5122,5.0,7.2,2.7079430156715647
5123,5.0,7.300000000000001,2.7079430156715647
5124,5.0,7.4,2.7079430156715647
5125,5.0,7.5,2.7079430156715647
5126,5.0,7.6000000000000005,2.7079430156715647
5127,5.0,7.7,2.7079430156715647
5128,5.0,7.800000000000001,2.7079430156715647
5129,5.0,7.9,2.7079430156715647
5130,5.0,8.0,2.7079430156715647
5131,5.0,8.1,2.7079430156715647
5132,5.0,8.200000000000001,2.7079430156715647
5133,5.0,8.3,2.7079430156715647
5134,5.0,8.4,2.7079430156715647
5135,5.0,8.5,2.7079430156715647
5136,5.0,8.6,2.7079430156715647
5137,5.0,8.700000000000001,2.7079430156715647
5138,5.0,8.8,2.7079430156715647
5139,5.0,8.9,2.7079430156715647
5140,5.0,9.0,2.7079430156715647
5141,5.0,9.1,2.7079430156715647
5142,5.0,9.200000000000001,2.7079430156715647
5143,5.0,9.3,2.7079430156715647
5144,5.0,9.4,2.7079430156715647
5145,5.0,9.5,2.7079430156715647
5146,5.0,9.600000000000001,2.7079430156715647
5147,5.0,9.700000000000001,2.7079430156715647
5148,5.0,9.8,2.7079430156715647
5149,5.0,9.9,2.7079430156715647
5150,5.0,10.0,2.7079430156715647
5151,5.1000000000000005,0.0,2.719506857652645
5152,5.1000000000000005,0.1,2.719506857652645
5153,5.1000000000000005,0.2,2.719506857652645
5154,5.1000000000000005,0.30000000000000004,2.719506857652645
5155,5.1000000000000005,0.4,2.719506857652645
5156,5.1000000000000005,0.5,2.719506857652645
5157,5.1000000000000005,0.6000000000000001,2.719506857652645
5158,5.1000000000000005,0.7000000000000001,2.719506857652645
5159,5.1000000000000005,0.8,2.719506857652645
5160,5.1000000000000005,0.9,2.719506857652645
5161,5.1000000000000005,1.0,2.719506857652645
5162,5.1000000000000005,1.1,2.719506857652645
5163,5.1000000000000005,1.2000000000000002,2.719506857652645
5164,5.1000000000000005,1.3,2.719506857652645
5165,5.1000000000000005,1.4000000000000001,2.719506857652645
5166,5.1000000000000005,1.5,2.719506857652645
5167,5.1000000000000005,1.6,2.719506857652645
5168,5.1000000000000005,1.7000000000000002,2.719506857652645
5169,5.1000000000000005,1.8,2.719506857652645
5170,5.1000000000000005,1.9000000000000001,2.719506857652645
5171,5.1000000000000005,2.0,2.719506857652645
5172,5.1000000000000005,2.1,2.719506857652645
5173,5.1000000000000005,2.2,2.719506857652645
5174,5.1000000000000005,2.3000000000000003,2.719506857652645
5175,5.1000000000000005,2.4000000000000004,2.719506857652645
5176,5.1000000000000005,2.5,2.719506857652645
5177,5.1000000000000005,2.6,2.719506857652645
5178,5.1000000000000005,2.7,2.719506857652645
5179,5.1000000000000005,2.8000000000000003,2.719506857652645
5180,5.1000000000000005,2.9000000000000004,2.719506857652645
